电影名称,上映日期,评分,评论人数,演员,类型,国家,电影ID,URL
阳光姐妹淘,2011-05-04,8.8,611204,"沈恩敬,闵孝琳,姜素拉","剧情,喜剧",韩国,4917726,https://movie.douban.com/subject/4917726/
淘金记,1925-06-26,9.2,63328,"查理·卓别林,马克·斯旺,汤姆·默里","喜剧,爱情,西部,冒险",美国,1298817,https://movie.douban.com/subject/1298817/
幸福终点站,2005-01-14,8.8,604427,"汤姆·汉克斯,凯瑟琳·泽塔-琼斯,斯坦利·图齐","喜剧,剧情,爱情",美国,1292274,https://movie.douban.com/subject/1292274/
荒蛮故事,2014-05-17,8.8,468628,"达里奥·格兰迪内蒂,玛丽娅·玛努尔,莫妮卡·比利亚","剧情,喜剧,犯罪","阿根廷,西班牙",24750126,https://movie.douban.com/subject/24750126/
芝加哥,2002-12-27,8.9,171686,"泰雅·迪格斯,凯瑟琳·泽塔-琼斯,蕾妮·齐薇格","喜剧,歌舞,犯罪","美国,德国",1307697,https://movie.douban.com/subject/1307697/
唐伯虎点秋香,1993-07-01,8.7,1145478,"周星驰,巩俐,陈百祥","喜剧,爱情,古装",中国香港,1306249,https://movie.douban.com/subject/1306249/
九品芝麻官,1994-03-31,8.7,732621,"周星驰,吴孟达,张敏","剧情,喜剧,古装","中国香港,中国大陆",1297518,https://movie.douban.com/subject/1297518/
回到未来,1985-07-03,8.8,228926,"迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森","喜剧,科幻,冒险",美国,1300555,https://movie.douban.com/subject/1300555/
你逃我也逃,1942-03-06,9.2,53337,"卡洛·朗白,杰克·本尼,罗伯特·斯塔克","喜剧,爱情,战争",美国,1303418,https://movie.douban.com/subject/1303418/
射雕英雄传之东成西就,1993-02-05,8.7,675368,"梁朝伟,林青霞,张国荣","喜剧,奇幻,武侠,古装",中国香港,1316510,https://movie.douban.com/subject/1316510/
神偷奶爸,2010-06-20,8.7,994831,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德","喜剧,动画,冒险","美国,法国",3287562,https://movie.douban.com/subject/3287562/
天使爱美丽,2001-04-25,8.7,985296,"奥黛丽·塔图,马修·卡索维茨,吕菲斯","剧情,喜剧,爱情","法国,德国",1292215,https://movie.douban.com/subject/1292215/
大佛普拉斯,2017-06-29,8.7,507735,"庄益增,陈竹升,戴立忍","剧情,喜剧",中国台湾,27059130,https://movie.douban.com/subject/27059130/
疯狂原始人,2013-04-20,8.7,878139,"尼古拉斯·凯奇,艾玛·斯通,瑞安·雷诺兹","喜剧,动画,冒险",美国,1907966,https://movie.douban.com/subject/1907966/
无敌破坏王,2012-11-06,8.7,575013,"约翰·C·赖利,萨拉·西尔弗曼,杰克·麦克布瑞尔","喜剧,动画,奇幻,冒险",美国,6534248,https://movie.douban.com/subject/6534248/
遗愿清单,2007-12-25,8.7,496966,"杰克·尼科尔森,摩根·弗里曼,西恩·海耶斯","冒险,喜剧,剧情",美国,1867345,https://movie.douban.com/subject/1867345/
奇爱博士,1964-01-29,8.9,107756,"彼得·塞勒斯,乔治·C·斯科特,斯特林·海登","剧情,喜剧,战争","美国,英国",1322848,https://movie.douban.com/subject/1322848/
寻子遇仙记,1921-02-06,9.2,47655,"查理·卓别林,卡尔米勒,艾德娜·珀薇安丝","剧情,喜剧,家庭",美国,1293270,https://movie.douban.com/subject/1293270/
坠入,2006-09-09,8.8,136711,"凯婷卡·安塔鲁,贾斯蒂恩·瓦戴尔,李·佩斯","剧情,喜剧,奇幻,冒险","美国,南非,印度",1890572,https://movie.douban.com/subject/1890572/
疯狂的石头,2006-06-30,8.6,871612,"郭涛,刘桦,连晋","喜剧,犯罪","中国大陆,中国香港",1862151,https://movie.douban.com/subject/1862151/
谁先爱上他的,2018-04-22,8.6,416069,"邱泽,谢盈萱,陈如山","剧情,喜剧,同性",中国台湾,27119586,https://movie.douban.com/subject/27119586/
冰川时代,2002-03-15,8.6,649408,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞","喜剧,动画,冒险",美国,1291578,https://movie.douban.com/subject/1291578/
白日梦想家,2013-12-25,8.6,560123,"本·斯蒂勒,克里斯汀·韦格,亚当·斯科特","剧情,喜剧,冒险","美国,英国",2133323,https://movie.douban.com/subject/2133323/
我能说,2017-09-21,8.8,108551,"罗文姬,李帝勋,廉惠兰","剧情,喜剧",韩国,27000061,https://movie.douban.com/subject/27000061/
再次出发之纽约遇见你,2015-06-26,8.6,447896,"凯拉·奈特莉,马克·鲁弗洛,亚当·莱文","喜剧,爱情,音乐",美国,6874403,https://movie.douban.com/subject/6874403/
热情如火,1959-03-29,8.9,73795,"玛丽莲·梦露,托尼·柯蒂斯,杰克·莱蒙",喜剧,美国,1292574,https://movie.douban.com/subject/1292574/
美食总动员,2007-10-19,8.6,402208,"帕顿·奥斯瓦尔特,伊安·霍姆,卢·罗曼诺","喜剧,动画,奇幻",美国,1793491,https://movie.douban.com/subject/1793491/
玩具总动员,1995-11-22,8.6,396233,"汤姆·汉克斯,蒂姆·艾伦,唐·里克斯","喜剧,动画,家庭",美国,1291575,https://movie.douban.com/subject/1291575/
麦兜故事,2001-12-15,8.6,189467,"林海峰,吴君如,黄秋生","剧情,喜剧,动画",中国香港,1302476,https://movie.douban.com/subject/1302476/
上帝也疯狂,1980-09-10,8.7,143526,"马瑞斯·威尔斯,历苏,Sandra Prinsloo",喜剧,"南非,博茨瓦纳",1297478,https://movie.douban.com/subject/1297478/
熊出没之过年,2013-02-08,8.8,51591,"张秉君,张伟,辛媛","剧情,儿童,喜剧,动画,冒险,家庭",中国大陆,21359690,https://movie.douban.com/subject/21359690/
福尔摩斯二世,1924-04-21,9.4,29877,"巴斯特·基顿,凯瑟琳·麦奎尔,乔·基顿","喜剧,动作,爱情",美国,1303408,https://movie.douban.com/subject/1303408/
再见列宁,2003-02-09,8.8,90107,"丹尼尔·布鲁赫,卡特琳·萨斯,丘尔潘·哈马托娃","剧情,喜剧",德国,1292055,https://movie.douban.com/subject/1292055/
红猪,2023-11-17,8.6,273082,"森山周一郎,加藤登纪子,冈村明美","喜剧,动画,冒险",日本,1291838,https://movie.douban.com/subject/1291838/
面子,2004-09-12,8.8,87392,"杨雅慧,陈冲,陈凌","剧情,喜剧,爱情,同性",美国,1421278,https://movie.douban.com/subject/1421278/
海盗电台,2009-04-01,8.6,239667,"比尔·奈伊,肯尼思·布拉纳,菲利普·塞默·霍夫曼","剧情,喜剧,音乐","英国,德国,法国",3007773,https://movie.douban.com/subject/3007773/
土拨鼠之日,1993-02-12,8.6,224774,"比尔·默瑞,安迪·麦克道威尔,克里斯·艾略特","剧情,喜剧,爱情,奇幻",美国,1300613,https://movie.douban.com/subject/1300613/
初恋这件小事,2012-06-05,8.5,1012987,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬","剧情,喜剧,爱情",泰国,4739952,https://movie.douban.com/subject/4739952/
了不起的狐狸爸爸,2009-10-14,8.6,207037,"乔治·克鲁尼,梅丽尔·斯特里普,詹森·舒瓦兹曼","喜剧,动画,冒险",美国,1759386,https://movie.douban.com/subject/1759386/
开心家族,2011-11-29,8.6,205390,"车太贤,高昌锡,张荣男","剧情,喜剧,家庭",韩国,6019180,https://movie.douban.com/subject/6019180/
国产凌凌漆,1994-10-13,8.5,430053,"周星驰,袁咏仪,罗家英","动作,喜剧",中国香港,1307739,https://movie.douban.com/subject/1307739/
真爱至上,2003-09-07,8.5,768231,"休·格兰特,连姆·尼森,科林·费尔斯","喜剧,剧情,爱情","英国,美国,法国",1292401,https://movie.douban.com/subject/1292401/
冰雪奇缘,2014-02-05,8.5,743998,"克里斯汀·贝尔,伊迪娜·门泽尔,乔纳森·格罗夫","喜剧,动画,奇幻,歌舞",美国,4202982,https://movie.douban.com/subject/4202982/
钢的琴,2011-07-15,8.5,394787,"王千源,秦海璐,张申英","剧情,喜剧",中国大陆,4876722,https://movie.douban.com/subject/4876722/
热天午后,1975-09-21,8.7,106915,"阿尔·帕西诺,约翰·凯泽尔,查尔斯·德恩","剧情,喜剧,犯罪",美国,1293374,https://movie.douban.com/subject/1293374/
家有喜事,1992-01-25,8.5,300871,"张国荣,周星驰,张曼玉","剧情,喜剧,爱情,家庭",中国香港,1300064,https://movie.douban.com/subject/1300064/
完美陌生人,2018-05-25,8.5,529647,"马可·贾利尼,卡夏·斯穆特尼亚克,爱德华多·莱奥","剧情,喜剧",意大利,26614893,https://movie.douban.com/subject/26614893/
三毛从军记,1992,8.6,97248,"贾林,魏宗万,孙飞虎","剧情,儿童,喜剧,战争",中国大陆,2132220,https://movie.douban.com/subject/2132220/
亚当斯一家的价值观,1993-11-19,8.8,75019,"克里斯蒂娜·里奇,琼·库萨克,劳尔·胡里亚","喜剧,家庭,奇幻,惊悚",美国,1299900,https://movie.douban.com/subject/1299900/
赌神,1989-12-14,8.5,278812,"周润发,刘德华,王祖贤","喜剧,剧情",中国香港,1300883,https://movie.douban.com/subject/1300883/
蜘蛛侠：纵横宇宙,2023-06-02,8.5,459515,"沙梅克·摩尔,海莉·斯坦菲尔德,奥斯卡·伊萨克","喜剧,动作,科幻,动画,奇幻,冒险",美国,30391186,https://movie.douban.com/subject/30391186/
有话好好说,1997-05-16,8.5,252278,"姜文,李保田,瞿颖","剧情,喜剧",中国大陆,1296436,https://movie.douban.com/subject/1296436/
海底总动员,2003-07-30,8.5,408864,"艾伯特·布鲁克斯,艾伦·德杰尼勒斯,亚历山大·古尔德","喜剧,动画,冒险","美国,澳大利亚",1291586,https://movie.douban.com/subject/1291586/
落叶归根,2007-01-19,8.5,224058,"赵本山,郭德纲,洪启文","剧情,喜剧","中国大陆,中国香港",1853621,https://movie.douban.com/subject/1853621/
麻将,1996-12-07,8.7,54764,"柯宇纶,张震,唐从圣","喜剧,剧情",中国台湾,1297418,https://movie.douban.com/subject/1297418/
玩具总动员4,2019-06-21,8.5,352605,"汤姆·汉克斯,蒂姆·艾伦,安妮·波茨","喜剧,动画,奇幻",美国,6850547,https://movie.douban.com/subject/6850547/
麦兜·我和我妈妈,2014-10-01,8.6,81624,"黄磊,吴君如,张正中","喜剧,动画,家庭","中国香港,中国大陆",25884416,https://movie.douban.com/subject/25884416/
黑炮事件,1986,8.7,51807,"刘子枫,盖尔哈德·奥尔谢夫斯基,高明","剧情,喜剧",中国大陆,1434269,https://movie.douban.com/subject/1434269/
疯狂约会美丽都,2003-06-11,8.7,90999,"比阿特丽斯·博尼法西,莉娜·布德罗,米歇尔·库谢图","喜剧,动画","法国,比利时,加拿大,英国,拉脱维亚",1291565,https://movie.douban.com/subject/1291565/
巴黎淘气帮,2013-02-10,8.6,134365,"马克西姆·戈达尔,瓦莱丽·勒梅西埃,凯德·麦拉德","儿童,喜剧,家庭","法国,比利时",3157605,https://movie.douban.com/subject/3157605/
玩具总动员2,1999-11-24,8.5,265848,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克","喜剧,动画,奇幻,冒险",美国,1291574,https://movie.douban.com/subject/1291574/
哪吒之魔童降世,2019-07-26,8.4,1874289,"吕艳婷,囧森瑟夫,瀚墨","剧情,喜剧,动画,奇幻",中国大陆,26794435,https://movie.douban.com/subject/26794435/
一夜风流,1934-02-22,8.8,63526,"克拉克·盖博,克劳黛·考尔白,沃尔特·康诺利","喜剧,爱情",美国,1295684,https://movie.douban.com/subject/1295684/
安妮·霍尔,1977-04-20,8.6,122134,"伍迪·艾伦,黛安·基顿,托尼·罗伯茨","喜剧,剧情,爱情",美国,1296987,https://movie.douban.com/subject/1296987/
蝴蝶,2002-12-18,8.6,121489,"米歇尔·塞罗尔,柯莱儿·布翁尼许,娜德·蒂约","剧情,儿童,喜剧",法国,1292056,https://movie.douban.com/subject/1292056/
河童之夏,2007-07-28,8.7,82481,"富泽风斗,横川贵大,田中直树","喜剧,动画,奇幻",日本,2982823,https://movie.douban.com/subject/2982823/
麦兜·当当伴我心,2012-07-10,8.5,116409,"黄秋生,吴君如,胡歌","喜剧,动画","中国大陆,中国香港",10772258,https://movie.douban.com/subject/10772258/
偷拐抢骗,2000-09-01,8.5,200970,"本尼西奥·德尔·托罗,丹尼斯·法里纳,维尼·琼斯","喜剧,犯罪","英国,美国",1301171,https://movie.douban.com/subject/1301171/
美女与野兽,1991-09-29,8.5,199465,"佩吉·奥哈拉,罗比·本森,理查德·怀特","喜剧,爱情,动画,歌舞,奇幻",美国,1297995,https://movie.douban.com/subject/1297995/
开罗紫玫瑰,1985-03-01,8.8,60164,"米娅·法罗,杰夫·丹尼尔斯,丹尼·爱罗","喜剧,爱情,奇幻",美国,1292994,https://movie.douban.com/subject/1292994/
狐妖小红娘剧场版：王权富贵,2016-05-20,9.2,17319,"杨天翔,刘校妤,乔诗语","剧情,喜剧,爱情,动画",中国大陆,26946612,https://movie.douban.com/subject/26946612/
克劳斯：圣诞节的秘密,2019-11-08,8.8,59886,"J·K·西蒙斯,詹森·舒瓦兹曼,拉什达·琼斯","喜剧,动画,冒险","西班牙,英国,美国",26858510,https://movie.douban.com/subject/26858510/
疯狂的赛车,2009-01-20,8.4,413282,"黄渤,戎祥,九孔","动作,冒险,喜剧",中国大陆,2124703,https://movie.douban.com/subject/2124703/
机器管家,1999-12-13,8.6,110320,"罗宾·威廉姆斯,艾伯丝·戴维兹,山姆·尼尔","剧情,喜剧,科幻","美国,德国",1292529,https://movie.douban.com/subject/1292529/
王牌特工：特工学院,2015-03-27,8.4,694254,"塔伦·埃哲顿,科林·费尔斯,塞缪尔·杰克逊","喜剧,动作,冒险","英国,美国",24405378,https://movie.douban.com/subject/24405378/
上帝也疯狂2,1989-07-26,8.8,59324,"历苏,Lourens Swanepoel,Pierre van Pletzen",喜剧,"南非,博茨瓦纳",1294490,https://movie.douban.com/subject/1294490/
甲方乙方,1997-12-24,8.4,339408,"葛优,刘蓓,何冰",喜剧,中国大陆,1303173,https://movie.douban.com/subject/1303173/
回到未来3,1990-05-25,8.6,106312,"迈克尔·J·福克斯,克里斯托弗·洛伊德,玛丽·斯汀伯根","喜剧,科幻,西部,冒险",美国,1296666,https://movie.douban.com/subject/1296666/
僵尸先生,1985-11-07,8.5,98780,"林正英,许冠英,钱小豪","动作,喜剧,奇幻",中国香港,1295933,https://movie.douban.com/subject/1295933/
那年夏天，宁静的海,1991-10-19,8.6,104890,"真木藏人,大岛弘子,河原萨布","剧情,喜剧,爱情",日本,1295815,https://movie.douban.com/subject/1295815/
哪啊哪啊神去村,2014-05-10,8.5,174421,"染谷将太,长泽雅美,伊藤英明","剧情,喜剧",日本,24741412,https://movie.douban.com/subject/24741412/
小萝莉的猴神大叔,2018-03-02,8.4,486876,"萨尔曼·汗,哈莎莉·马洛特拉,卡琳娜·卡普尔","剧情,喜剧,动作",印度,26393561,https://movie.douban.com/subject/26393561/
盗钥匙的方法,2012-06-17,8.5,164247,"堺雅人,香川照之,广末凉子","剧情,喜剧",日本,6880497,https://movie.douban.com/subject/6880497/
百变狸猫,1994-07-16,8.6,100390,"古今亭朝太時代,三木纪平,清川虹子","动画,喜剧,剧情,奇幻",日本,1303907,https://movie.douban.com/subject/1303907/
极品基老伴：完结篇,2016-06-19,9.4,24396,"伊恩·麦克莱恩,德里克·雅各比,弗朗西斯·德·拉·图瓦","喜剧,同性",英国,26700818,https://movie.douban.com/subject/26700818/
小鬼当家,1990-11-16,8.4,427667,"麦考利·卡尔金,乔·佩西,丹尼尔·斯特恩","喜剧,犯罪,家庭",美国,1293088,https://movie.douban.com/subject/1293088/
我的邻居山田君,1999-07-17,8.8,55346,"朝丘雪路,益冈彻,矢野显子","动画,喜剧,家庭",日本,1417728,https://movie.douban.com/subject/1417728/
我的个神啊,2015-05-22,8.4,375102,"阿米尔·汗,安努舒卡·莎玛,桑杰·达特","喜剧,奇幻",印度,10741643,https://movie.douban.com/subject/10741643/
堕落天使,1995-09-06,8.4,208126,"黎明,李嘉欣,金城武","喜剧,犯罪,剧情,爱情",中国香港,1298112,https://movie.douban.com/subject/1298112/
桃色公寓,1960-06-15,8.8,54767,"杰克·莱蒙,雪莉·麦克雷恩,弗莱德·麦克莫瑞","爱情,喜剧,剧情",美国,1394218,https://movie.douban.com/subject/1394218/
巴斯特·斯克鲁格斯的歌谣,2018-08-31,8.5,144192,"哈利·米尔林,佐伊·卡赞,连姆·尼森","剧情,喜剧,爱情,西部,悬疑,歌舞",美国,26952704,https://movie.douban.com/subject/26952704/
将军号,1926-12-25,9.1,31965,"巴斯特·基顿,玛丽昂·马克,格伦·卡文德","剧情,喜剧,动作,战争,冒险",美国,1292778,https://movie.douban.com/subject/1292778/
回到未来2,1989-11-22,8.5,121967,"迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森","喜剧,科幻,冒险",美国,1299092,https://movie.douban.com/subject/1299092/
少年斯派维的奇异旅行,2013-10-16,8.5,119471,"海伦娜·伯翰·卡特,朱迪·戴维斯,考乐姆·吉斯·雷尼","剧情,喜剧,冒险,家庭","法国,加拿大",6985803,https://movie.douban.com/subject/6985803/
驴得水,2016-10-28,8.3,953316,"任素汐,大力,刘帅良","剧情,喜剧",中国大陆,25921812,https://movie.douban.com/subject/25921812/
头脑特工队2,2024-06-21,8.4,216721,"艾米·波勒,玛雅·霍克,肯辛顿·托尔曼","剧情,喜剧,动画,奇幻,冒险",美国,36090457,https://movie.douban.com/subject/36090457/
茜茜公主,1955-12-22,8.5,115832,"罗密·施耐德,卡尔海因茨·伯姆,玛格达·施奈德","喜剧,剧情,历史,爱情",奥地利,1304056,https://movie.douban.com/subject/1304056/
骗中骗,1973-12-25,8.7,59801,"保罗·纽曼,罗伯特·雷德福,罗伯特·肖","剧情,喜剧,犯罪",美国,1292269,https://movie.douban.com/subject/1292269/
金枝玉叶,1994-07-23,8.4,112031,"袁咏仪,张国荣,刘嘉玲","喜剧,爱情,同性",中国香港,1303376,https://movie.douban.com/subject/1303376/
雄狮少年,2021-12-17,8.3,513624,"大昕,大雄,郭皓","剧情,喜剧,动画",中国大陆,35144311,https://movie.douban.com/subject/35144311/
天生一对,1998-07-29,8.4,193694,"琳赛·洛翰,丹尼斯·奎德,娜塔莎·理查德森","儿童,喜剧,爱情,家庭",美国,1297102,https://movie.douban.com/subject/1297102/
星际宝贝,2002-06-16,8.6,76139,"黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔","喜剧,科幻,动画,冒险,家庭",美国,1307547,https://movie.douban.com/subject/1307547/
顽主,1989-09-15,8.4,102046,"张国立,葛优,梁天","剧情,喜剧",中国大陆,1307690,https://movie.douban.com/subject/1307690/
鹿鼎记,1992-07-30,8.3,353761,"周星驰,吴孟达,张敏","喜剧,动作,武侠,古装",中国香港,1297223,https://movie.douban.com/subject/1297223/
查理和巧克力工厂,2005-07-15,8.3,544045,"约翰尼·德普,弗莱迪·海默,海伦娜·伯翰·卡特","喜剧,奇幻,冒险","美国,英国,澳大利亚",1309101,https://movie.douban.com/subject/1309101/
亚当斯一家,1991-11-22,8.5,102546,"安杰丽卡·休斯顿,劳尔·胡里亚,克里斯托弗·洛伊德","喜剧,奇幻,家庭",美国,1293718,https://movie.douban.com/subject/1293718/
银河护卫队3,2023-05-05,8.3,538442,"克里斯·帕拉特,佐伊·索尔达娜,戴夫·巴蒂斯塔","喜剧,动作,科幻,惊悚,冒险",美国,26258779,https://movie.douban.com/subject/26258779/
我的野蛮女友,2001-07-27,8.3,465227,"车太贤,全智贤,金仁文","剧情,喜剧,爱情",韩国,1292286,https://movie.douban.com/subject/1292286/
